ID,Category,Channel,Title,URL,Duration,Views,Explanation_Type,Visuals,Examples,Analogies,Real_Life,Quality,Creator_Takeaways,duration_seconds,views_numeric,combined_text,has_analogy,has_example,has_visual,has_application,has_math,has_code,text_length,word_count,log_views,cluster
VID-292,Reasoning Models & Test-Time Compute,Deep Learning with Yacine,MiniMax-01 Theory | 1M Context + Lightning Attention + GPU Optimization,http://www.youtube.com/watch?v=iRuvGU-Sk3c,47:01:00,9.3K+,Ultra-Long Context Architecture Deep Dive,"Lightning Attention formulas, linear attention decay factors, MoE router balance loss curves.",Processing full multi-million token codebases and long video streams in a single unified forward pass.,A speed-reader with photographic memory scanning entire libraries without losing track of chapter 1.,"Whole-codebase refactoring, financial document repository synthesis.","High technical depth, detailed paper derivations, clear audio.",Break down linear attention decay masks to show how distance dampening stabilizes 1M-token training.,169260,9300.0,"MiniMax-01 Theory | 1M Context + Lightning Attention + GPU Optimization Ultra-Long Context Architecture Deep Dive Lightning Attention formulas, linear attention decay factors, MoE router balance loss curves. Processing full multi-million token codebases and long video streams in a single unified forward pass. A speed-reader with photographic memory scanning entire libraries without losing track of chapter 1. Whole-codebase refactoring, financial document repository synthesis. Break down linear attention decay masks to show how distance dampening stabilizes 1M-token training.",1,1,1,1,0,0,581,77,9.137877200242468,1
VID-293,Agentic AI & Multi-Agent Systems,Efficient NLP,"Structured Output from LLMs: Grammars, Regex, and State Machines",http://www.youtube.com/watch?v=xpvFinvqRCA,17:20,11K+,Automata Theory & Constrained Decoding,"Deterministic Finite Automata (DFA) state diagrams, context-free grammar parse trees, logit masking arrays.",Guaranteed 100% valid JSON generation with strict Pydantic schemas by masking invalid token logits before sampling.,A stencil ruler: physically preventing a pen from drawing anywhere outside the pre-cut letters.,"Reliable enterprise API integrations, database query generation, robotic control.","Clear instructional audio, high-density diagrams, elegant theoretical foundation.",The 'stencil ruler' analogy perfectly captures Constrained Logit Masking: the model is physically incapable of emitting invalid syntax.,1040,11000.0,"Structured Output from LLMs: Grammars, Regex, and State Machines Automata Theory & Constrained Decoding Deterministic Finite Automata (DFA) state diagrams, context-free grammar parse trees, logit masking arrays. Guaranteed 100% valid JSON generation with strict Pydantic schemas by masking invalid token logits before sampling. A stencil ruler: physically preventing a pen from drawing anywhere outside the pre-cut letters. Reliable enterprise API integrations, database query generation, robotic control. The 'stencil ruler' analogy perfectly captures Constrained Logit Masking: the model is physically incapable of emitting invalid syntax.",1,1,1,1,0,0,641,84,9.305741456739437,2
VID-294,Agentic AI & Multi-Agent Systems,Dave Ebbelaar,OpenAI Structured Output - All You Need to Know,http://www.youtube.com/watch?v=fuMKrKlaku4,24:46:00,63K+,Practical Applied Developer Workshop,"Python Pydantic models, OpenAI API strict schema responses, terminal JSON parsing outputs.","Extracting structured invoice line items, dates, and currency totals with guaranteed schema conformance.",A form with rigid physical punch-card holes where ink can only land in valid checkboxes.,"Production backend pipelines, automated bookkeeping, agentic tool workflows.","High-definition IDE screen captures, clear step-by-step developer progression, excellent audio.",Contrast prompt-based JSON requests ('Please return JSON') with schema-enforced logit masking to prove why prompt engineering cannot guarantee 100% reliability.,89160,63000.0,"OpenAI Structured Output - All You Need to Know Practical Applied Developer Workshop Python Pydantic models, OpenAI API strict schema responses, terminal JSON parsing outputs. Extracting structured invoice line items, dates, and currency totals with guaranteed schema conformance. A form with rigid physical punch-card holes where ink can only land in valid checkboxes. Production backend pipelines, automated bookkeeping, agentic tool workflows. Contrast prompt-based JSON requests ('Please return JSON') with schema-enforced logit masking to prove why prompt engineering cannot guarantee 100% reliability.",1,1,1,1,0,1,607,81,11.050905878263569,2
VID-295,Reinforcement Learning & Game Theory,Snorkel AI,"4 Ways to Align LLMs: RLHF, DPO, KTO, and ORPO",http://www.youtube.com/watch?v=lBzw9ku86dg,6:18,5.4K+,Comparative Taxonomy & Loss Formulations,Comparative pipeline diagrams: multi-model RLHF vs offline pair-wise DPO vs binary signal KTO vs single-step ORPO.,Aligning an open-source assistant on user preference data without training separate reward models.,Rating restaurants: hiring a private food critic (RLHF) vs comparing two meal photos (DPO) vs simply giving a thumbs-up/thumbs-down to single dishes (KTO).,"Open-source fine-tuning workflows (Axolotl, TRL, Unsloth).","Crisp modern animation, clear voiceover, structured comparative overview.",Use the restaurant rating analogy to clearly delineate pair-wise preference data (DPO) from unpaired binary feedback (KTO).,378,5400.0,"4 Ways to Align LLMs: RLHF, DPO, KTO, and ORPO Comparative Taxonomy & Loss Formulations Comparative pipeline diagrams: multi-model RLHF vs offline pair-wise DPO vs binary signal KTO vs single-step ORPO. Aligning an open-source assistant on user preference data without training separate reward models. Rating restaurants: hiring a private food critic (RLHF) vs comparing two meal photos (DPO) vs simply giving a thumbs-up/thumbs-down to single dishes (KTO). Open-source fine-tuning workflows (Axolotl, TRL, Unsloth). Use the restaurant rating analogy to clearly delineate pair-wise preference data (DPO) from unpaired binary feedback (KTO).",1,1,1,1,0,0,640,90,8.594339400592892,8
VID-296,Reinforcement Learning & Game Theory,Mark Hennings,RLHF Explained,http://www.youtube.com/watch?v=nSrj1J6ODoM,19:39,20K+,Mathematical Pedagogical Derivation,Three-stage pipeline animations: Pretraining -> SFT -> Reward Modeling -> PPO with KL divergence penalty.,"Preventing reward hacking where an LLM writes endlessly long, polite essays to trick a reward model.","A dog trainer: first guiding the dog by hand (SFT), then giving treats for good behavior (RL), with a leash to prevent wild running (KL penalty).","ChatGPT, InstructGPT, alignment of commercial consumer assistants.","Warm and thoughtful presentation, clear step-by-step formula explanations, clean visual cards.",The 'dog on a leash' analogy visually explains why the KL divergence penalty against the reference model is essential to prevent reward hacking.,1179,20000.0,"RLHF Explained Mathematical Pedagogical Derivation Three-stage pipeline animations: Pretraining -> SFT -> Reward Modeling -> PPO with KL divergence penalty. Preventing reward hacking where an LLM writes endlessly long, polite essays to trick a reward model. A dog trainer: first guiding the dog by hand (SFT), then giving treats for good behavior (RL), with a leash to prevent wild running (KL penalty). ChatGPT, InstructGPT, alignment of commercial consumer assistants. The 'dog on a leash' analogy visually explains why the KL divergence penalty against the reference model is essential to prevent reward hacking.",1,1,1,1,1,0,615,92,9.90353755128617,4
VID-297,LLM Architecture & Open Source Implementations,Andrej Karpathy,Building makemore Part 2: MLP,http://www.youtube.com/watch?v=TCH_1BHY58I,1:15:40,590K+,Bengio 2003 Neural Language Model Implementation,"Lookup table tensor slicing diagrams, tanh hidden layer activation squashing, negative log likelihood loss tracking in PyTorch.",Embedding character sequences into 2D latent space and training a multi-layer perceptron to generate names.,Looking up a secret phone extension directory: each character gets its own dedicated row in an embedding matrix.,"Foundational architecture for word embeddings, early neural language translation.","Legendary Karpathy pedagogy, step-by-step code execution, clear explanation of tensor shapes.","Debug tensor shapes explicitly on screen: showing $(B, T, C)$ dimension mismatches in terminal normalizes the learning struggle for viewers.",4540,590000.0,"Building makemore Part 2: MLP Bengio 2003 Neural Language Model Implementation Lookup table tensor slicing diagrams, tanh hidden layer activation squashing, negative log likelihood loss tracking in PyTorch. Embedding character sequences into 2D latent space and training a multi-layer perceptron to generate names. Looking up a secret phone extension directory: each character gets its own dedicated row in an embedding matrix. Foundational architecture for word embeddings, early neural language translation. Debug tensor shapes explicitly on screen: showing $(B, T, C)$ dimension mismatches in terminal normalizes the learning struggle for viewers.",1,1,1,1,1,1,650,90,13.28787951079572,6
VID-298,LLM Architecture & Open Source Implementations,Andrej Karpathy,"Building makemore Part 3: Activations & Gradients, BatchNorm",http://www.youtube.com/watch?v=P6sfmUTpUmc,1:55:58,549K+,Diagnostic Statistics & Internal Covariate Shift,"Histograms of tanh layer saturations (percentage of dead neurons), gradient distribution plots, Batch Normalization formulas.",Diagnosing why a poorly initialized deep network has completely flat gradients at epoch zero.,"Calibrating a microphone amplifier: if the gain is set to 100, the audio clips into white noise; if set to 0, you hear nothing.","Stable training of deep networks, Kaiming / Xavier weight initialization.","Pristine instructional depth, real-time diagnostic plotting in matplotlib, deep scientific rigor.","Plot the activation histograms live: when viewers see the tanh activations clamping at -1 and +1, the concept of vanishing gradients clicks instantly.",6958,549000.0,"Building makemore Part 3: Activations & Gradients, BatchNorm Diagnostic Statistics & Internal Covariate Shift Histograms of tanh layer saturations (percentage of dead neurons), gradient distribution plots, Batch Normalization formulas. Diagnosing why a poorly initialized deep network has completely flat gradients at epoch zero. Calibrating a microphone amplifier: if the gain is set to 100, the audio clips into white noise; if set to 0, you hear nothing. Stable training of deep networks, Kaiming / Xavier weight initialization. Plot the activation histograms live: when viewers see the tanh activations clamping at -1 and +1, the concept of vanishing gradients clicks instantly.",1,1,1,1,1,0,682,100,13.215855541983634,3
VID-299,LLM Architecture & Open Source Implementations,Andrej Karpathy,Building makemore Part 4: Becoming a Backprop Ninja,http://www.youtube.com/watch?v=q8SA3rM6ckI,1:55:24,376K+,Manual Manual Analytical Derivative Engineering,"Step-by-step manual backprop derivations for Cross-Entropy loss, BatchNorm forward/backward pass, and matrix multiplies.",Deriving the exact analytical derivative of Batch Normalization and matching PyTorch autograd outputs to 1e-7 precision.,"Disassembling an automatic Swiss watch gear by gear, cleaning every spring, and reassembling it by hand.",Writing custom Triton / CUDA backward kernels for maximum performance.,"Exceptional mathematical and coding tour de force, unrivaled pedagogical transparency.",Verify every manual analytical derivative against numerical finite differences or PyTorch autograd: numerical checks build rock-solid confidence.,6924,376000.0,"Building makemore Part 4: Becoming a Backprop Ninja Manual Manual Analytical Derivative Engineering Step-by-step manual backprop derivations for Cross-Entropy loss, BatchNorm forward/backward pass, and matrix multiplies. Deriving the exact analytical derivative of Batch Normalization and matching PyTorch autograd outputs to 1e-7 precision. Disassembling an automatic Swiss watch gear by gear, cleaning every spring, and reassembling it by hand. Writing custom Triton / CUDA backward kernels for maximum performance. Verify every manual analytical derivative against numerical finite differences or PyTorch autograd: numerical checks build rock-solid confidence.",1,1,1,1,1,1,663,85,12.837347081942964,4
VID-300,LLM Architecture & Open Source Implementations,Andrej Karpathy,Building makemore Part 5: Building a WaveNet,http://www.youtube.com/watch?v=t3YJ5hKiMQ0,56:22:00,295K+,Dilated Convolutions & Hierarchical Tree Architecture,"Hierarchical binary tree tensor folding, dilated causal convolutions, receptive field expansion diagrams.",Scaling context length from 3 characters to 8 characters using progressive consecutive token grouping.,A single-elimination tennis tournament: rounds of players pairing off until only the grand champion emerges at the final node.,"WaveNet speech synthesis, hierarchical sequential processing.","Clear architectural refactoring, elegant modular PyTorch classes (Linear, FlattenSequential, BatchNorm1d).",Refactor code into clean PyTorch nn-like containers to show viewers how industry frameworks are designed from scratch.,202920,295000.0,"Building makemore Part 5: Building a WaveNet Dilated Convolutions & Hierarchical Tree Architecture Hierarchical binary tree tensor folding, dilated causal convolutions, receptive field expansion diagrams. Scaling context length from 3 characters to 8 characters using progressive consecutive token grouping. A single-elimination tennis tournament: rounds of players pairing off until only the grand champion emerges at the final node. WaveNet speech synthesis, hierarchical sequential processing. Refactor code into clean PyTorch nn-like containers to show viewers how industry frameworks are designed from scratch.",1,1,1,1,0,1,615,81,12.59473402514672,3
VID-301,Hardware Acceleration & AI Silicon,Nadav Timor,Optimizing attention for modern hardware - Tri Dao (Princeton & Together AI),http://www.youtube.com/watch?v=cPwt1Y10gjI,35:45:00,1.3K+,Semiconductor Systems & Hardware Architecture,"Nvidia Hopper H100 Tensor Memory Accelerator (TMA) diagrams, FP8 quantization precision scales, asynchronous pipeline overlaps.",Reaching up to 1.2 PFLOPs on Hopper GPUs using FlashAttention-3 with hardware warp group specialization.,A restaurant where the runners (TMA) deliver ingredients to the cooks' cutting boards without the cooks ever having to leave the stove.,Training modern trillion-parameter models on H100 and B200 clusters.,"World-class hardware lecture by the inventor of FlashAttention, dense technical slides, high clarity.",Explain Hardware Asynchrony: show how Hopper's TMA moves data between global memory and shared memory completely asynchronously while tensor cores compute.,128700,1300.0,"Optimizing attention for modern hardware - Tri Dao (Princeton & Together AI) Semiconductor Systems & Hardware Architecture Nvidia Hopper H100 Tensor Memory Accelerator (TMA) diagrams, FP8 quantization precision scales, asynchronous pipeline overlaps. Reaching up to 1.2 PFLOPs on Hopper GPUs using FlashAttention-3 with hardware warp group specialization. A restaurant where the runners (TMA) deliver ingredients to the cooks' cutting boards without the cooks ever having to leave the stove. Training modern trillion-parameter models on H100 and B200 clusters. Explain Hardware Asynchrony: show how Hopper's TMA moves data between global memory and shared memory completely asynchronously while tensor cores compute.",1,1,1,1,0,0,716,99,7.170888478512505,1
VID-302,Mathematics for Machine Learning,3Blue1Brown,"Vectors | Chapter 1, Essence of linear algebra",http://www.youtube.com/watch?v=fNk_zzaMoSs,9:52,12.4M+,Visual Geometric Intuition,"Animated coordinate axes, arrows rooted at the origin stretching and rotating in 2D vector space.","Adding $[1, 2]^T$ and $[3, -1]^T$ via head-to-tail geometric parallelogram translation.",A set of walking directions: take 3 steps East and 2 steps North.,"Feature vectors in tabular datasets, word embedding coordinates in NLP.","Pristine Manim vector animations, calm deliberate voiceover, crystal-clear visual hierarchy.","Unify the three perspectives of vectors (physics arrow, computer science list of numbers, mathematician's abstract object) in the first 2 minutes.",592,12400000.0,"Vectors | Chapter 1, Essence of linear algebra Visual Geometric Intuition Animated coordinate axes, arrows rooted at the origin stretching and rotating in 2D vector space. Adding $[1, 2]^T$ and $[3, -1]^T$ via head-to-tail geometric parallelogram translation. A set of walking directions: take 3 steps East and 2 steps North. Feature vectors in tabular datasets, word embedding coordinates in NLP. Unify the three perspectives of vectors (physics arrow, computer science list of numbers, mathematician's abstract object) in the first 2 minutes.",1,1,1,1,1,0,544,81,16.333207111220425,7
VID-303,Mathematics for Machine Learning,3Blue1Brown,"Linear combinations, span, and basis vectors | Chapter 2, Essence of linear algebra",http://www.youtube.com/watch?v=k7RM-ot2NWY,9:59,6.1M+,Spatial & Geometric Expansion,"Basis vectors i-hat and j-hat scaling dynamically to sweep out lines, planes, and 3D volumes.",Showing how two collinear vectors collapse 2D space into a single 1D line of reachable points.,"Turning two dials on an Etch-a-Sketch to reach any point on the screen, unless the dials are mechanically locked together.","Linear independence in feature selection, preventing multicollinearity in regression.","Flawless spatial visualization, fluid 60fps animations, intuitive pacing.",Animate the 'Span' by showing all possible linear combinations filling space like liquid.,599,6100000.0,"Linear combinations, span, and basis vectors | Chapter 2, Essence of linear algebra Spatial & Geometric Expansion Basis vectors i-hat and j-hat scaling dynamically to sweep out lines, planes, and 3D volumes. Showing how two collinear vectors collapse 2D space into a single 1D line of reachable points. Turning two dials on an Etch-a-Sketch to reach any point on the screen, unless the dials are mechanically locked together. Linear independence in feature selection, preventing multicollinearity in regression. Animate the 'Span' by showing all possible linear combinations filling space like liquid.",1,1,1,1,1,0,601,90,15.623799493077952,7
VID-304,Mathematics for Machine Learning,3Blue1Brown,"Linear transformations and matrices | Chapter 3, Essence of linear algebra",http://www.youtube.com/watch?v=kYB8IZa5AuE,10:59,7.1M+,Geometric Grid Deformation,"A regular Cartesian grid morphing, rotating, and shearing while origin remains fixed and grid lines stay parallel.",Tracking where basis vectors $\hat{i}$ and $\hat{j}$ land to construct a $2 	imes 2$ matrix.,A sheet of flexible rubber with a grid drawn on it being stretched and twisted between two hands.,Matrix multiplications in neural network linear layers ($y = Wx + b$).,One of the most famous educational animations on YouTube; unmatched conceptual clarity.,Define matrix multiplication geometrically first: a matrix is simply a compact way to record where basis vectors land after transformation.,659,7100000.0,"Linear transformations and matrices | Chapter 3, Essence of linear algebra Geometric Grid Deformation A regular Cartesian grid morphing, rotating, and shearing while origin remains fixed and grid lines stay parallel. Tracking where basis vectors $\hat{i}$ and $\hat{j}$ land to construct a $2 	imes 2$ matrix. A sheet of flexible rubber with a grid drawn on it being stretched and twisted between two hands. Matrix multiplications in neural network linear layers ($y = Wx + b$). Define matrix multiplication geometrically first: a matrix is simply a compact way to record where basis vectors land after transformation.",1,1,1,1,1,0,618,96,15.775605482856603,7
VID-305,Mathematics for Machine Learning,3Blue1Brown,"Matrix multiplication as composition | Chapter 4, Essence of linear algebra",http://www.youtube.com/watch?v=XkY2XZVY558,10:03,4.6M+,Sequential Geometric Composition,"Applying a 90-degree rotation followed by a horizontal shear, showing combined grid transformation.",Multiplying rotation matrix by shear matrix and contrasting $AB$ vs $BA$ non-commutativity.,Putting on socks then shoes vs putting on shoes then socks (order matters!).,Layer-by-layer sequential transformations in deep neural networks.,"Smooth visual flow, beautiful color-coded coordinates, clear explanation of non-commutativity.",Explain matrix multiplication from right to left geometrically as applying transformations in sequential order.,603,4600000.0,"Matrix multiplication as composition | Chapter 4, Essence of linear algebra Sequential Geometric Composition Applying a 90-degree rotation followed by a horizontal shear, showing combined grid transformation. Multiplying rotation matrix by shear matrix and contrasting $AB$ vs $BA$ non-commutativity. Putting on socks then shoes vs putting on shoes then socks (order matters!). Layer-by-layer sequential transformations in deep neural networks. Explain matrix multiplication from right to left geometrically as applying transformations in sequential order.",1,1,1,1,1,0,556,73,15.341567078850604,7
VID-306,Mathematics for Machine Learning,3Blue1Brown,"The determinant | Chapter 6, Essence of linear algebra",http://www.youtube.com/watch?v=Ip3X9LOh2dk,10:03,4.9M+,Area Scaling & Orientation Inversion,A unit $1 	imes 1$ square stretching into a parallelogram; negative determinant shown as flipping orientation like turning a page.,Computing the determinant of a shear matrix (det = 1) vs a scaling matrix (det = 6).,Magnifying a piece of cloth under a lens: the determinant measures the scaling factor of area.,"Normalizing flows, probability density transformations, Jacobian determinants.",Astonishingly simple visual explanation for an often intimidating formula.,The 'area scaling factor' mental model completely demystifies why a determinant of zero means space is squished into a lower dimension.,603,4900000.0,"The determinant | Chapter 6, Essence of linear algebra Area Scaling & Orientation Inversion A unit $1 	imes 1$ square stretching into a parallelogram; negative determinant shown as flipping orientation like turning a page. Computing the determinant of a shear matrix (det = 1) vs a scaling matrix (det = 6). Magnifying a piece of cloth under a lens: the determinant measures the scaling factor of area. Normalizing flows, probability density transformations, Jacobian determinants. The 'area scaling factor' mental model completely demystifies why a determinant of zero means space is squished into a lower dimension.",1,1,1,1,1,0,617,95,15.404745967162468,7
VID-307,Mathematics for Machine Learning,3Blue1Brown,"Inverse matrices, column space and null space | Chapter 7, Essence of linear algebra",http://www.youtube.com/watch?v=uQhTuRlWMxw,12:09,3.8M+,Geometric Reversibility & Dimensional Collapse,Reversing grid transformations; squishing 2D space onto a line where information is lost and inverse does not exist.,Solving $Ax = v$ by unwinding transformation $A^{-1}$; showing Null Space as vectors squished into zero.,"Unscrambling an egg: if a transformation squishes dimensions, you cannot uniquely reconstruct the original shape.","Solving linear systems, least-squares pseudo-inverses, rank deficiency in data matrices.","Flawless geometric intuition, calm narrative delivery, clear mathematical rigor.",Show why $A^{-1}$ cannot exist when det = 0: you cannot un-squish a 1D line back into a 2D plane without inventing information.,729,3800000.0,"Inverse matrices, column space and null space | Chapter 7, Essence of linear algebra Geometric Reversibility & Dimensional Collapse Reversing grid transformations; squishing 2D space onto a line where information is lost and inverse does not exist. Solving $Ax = v$ by unwinding transformation $A^{-1}$; showing Null Space as vectors squished into zero. Unscrambling an egg: if a transformation squishes dimensions, you cannot uniquely reconstruct the original shape. Solving linear systems, least-squares pseudo-inverses, rank deficiency in data matrices. Show why $A^{-1}$ cannot exist when det = 0: you cannot un-squish a 1D line back into a 2D plane without inventing information.",1,1,1,1,1,0,684,101,15.150511887854474,7
VID-308,Mathematics for Machine Learning,3Blue1Brown,"Dot products and duality | Chapter 9, Essence of linear algebra",http://www.youtube.com/watch?v=LyGKycYT2v0,14:12,3.3M+,Projection Geometry & Linear Duality,"Projecting vectors onto a 1D diagonal number line, linking projections to $1 	imes 2$ matrix multiplication.",Computing $v \cdot w$ as the length of $w$'s shadow on $v$ multiplied by the length of $v$.,Shining a sunbeam from directly above an arrow to measure the length of its shadow cast on the ground.,"Cosine similarity in vector search, query-key attention scores in transformers.",Profound mathematical insight connecting linear transformations to dot products via duality.,"Show that the dot product is fundamentally a projection onto a 1D line, establishing the deep link between dot products and linear maps.",852,3300000.0,"Dot products and duality | Chapter 9, Essence of linear algebra Projection Geometry & Linear Duality Projecting vectors onto a 1D diagonal number line, linking projections to $1 	imes 2$ matrix multiplication. Computing $v \cdot w$ as the length of $w$'s shadow on $v$ multiplied by the length of $v$. Shining a sunbeam from directly above an arrow to measure the length of its shadow cast on the ground. Cosine similarity in vector search, query-key attention scores in transformers. Show that the dot product is fundamentally a projection onto a 1D line, establishing the deep link between dot products and linear maps.",1,1,1,1,1,0,621,102,15.009433329466964,7
VID-309,Mathematics for Machine Learning,3Blue1Brown,"Eigenvectors and eigenvalues | Chapter 14, Essence of linear algebra",http://www.youtube.com/watch?v=PFDu9oVAE-g,17:16,6.3M+,Invariant Directional Geometry,"Grid transforming while certain special vectors remain on their original span line, only stretching or shrinking.",Finding the rotation axis of a 3D transformation (eigenvector with eigenvalue 1).,"The axle of a spinning wheel: the entire wheel rotates, but points along the central axis stay in place.","Principal Component Analysis (PCA), PageRank algorithm, stability of dynamical systems.","The definitive visual explanation of eigenvectors; beautiful, precise, and immediately memorable.",Focus on the invariant direction: eigenvectors are the axes that experience no rotation during transformation.,1036,6300000.0,"Eigenvectors and eigenvalues | Chapter 14, Essence of linear algebra Invariant Directional Geometry Grid transforming while certain special vectors remain on their original span line, only stretching or shrinking. Finding the rotation axis of a 3D transformation (eigenvector with eigenvalue 1). The axle of a spinning wheel: the entire wheel rotates, but points along the central axis stay in place. Principal Component Analysis (PCA), PageRank algorithm, stability of dynamical systems. Focus on the invariant direction: eigenvectors are the axes that experience no rotation during transformation.",1,1,1,1,1,0,599,85,15.656060350091908,7
VID-310,Mathematics for Machine Learning,3Blue1Brown,"Cross products in the light of linear transformations | Chapter 11, Essence of linear algebra",http://www.youtube.com/watch?v=BaM7OCEm3G0,13:10,1.6M+,Volumetric Duality & 3D Spatial Geometry,"Parallelepiped volume animations in 3D, vector orthogonal to plane, right-hand rule dynamics.",Computing torque and rotational angular momentum vectors from 3D coordinate pairs.,Turning a screw with a wrench: applying force in a plane produces motion perpendicular to the plane.,"3D computer graphics, robotics kinematics, magnetic field physics.","Elegant 3D spatial Manim animations, clear mathematical insight.",Show how the cross product length equals the parallelogram area spanned by the two vectors.,790,1600000.0,"Cross products in the light of linear transformations | Chapter 11, Essence of linear algebra Volumetric Duality & 3D Spatial Geometry Parallelepiped volume animations in 3D, vector orthogonal to plane, right-hand rule dynamics. Computing torque and rotational angular momentum vectors from 3D coordinate pairs. Turning a screw with a wrench: applying force in a plane produces motion perpendicular to the plane. 3D computer graphics, robotics kinematics, magnetic field physics. Show how the cross product length equals the parallelogram area spanned by the two vectors.",1,1,1,1,1,0,571,84,14.285514812209817,7
VID-311,Mathematics for Machine Learning,3Blue1Brown,The essence of calculus,http://www.youtube.com/watch?v=WUvTyaaNkzM,17:05,11.6M+,Geometric Area & Accumulation Intuition,Unwrapping a circle into concentric rings that unroll into a triangle to derive area $\pi r^2$.,Finding the area of a circle by summing thin rings of area $2\pi r dr$.,Peeling an onion layer by microscopic layer to see the total mass of the onion.,"Continuous integrals in physics, cumulative distribution functions in machine learning.","Legendary introductory video; pristine animation, philosophical depth, captivating cadence.",Start with a concrete visual puzzle (why is circle area derivative of volume?) before defining integrals or derivatives.,1025,11600000.0,"The essence of calculus Geometric Area & Accumulation Intuition Unwrapping a circle into concentric rings that unroll into a triangle to derive area $\pi r^2$. Finding the area of a circle by summing thin rings of area $2\pi r dr$. Peeling an onion layer by microscopic layer to see the total mass of the onion. Continuous integrals in physics, cumulative distribution functions in machine learning. Start with a concrete visual puzzle (why is circle area derivative of volume?) before defining integrals or derivatives.",1,1,1,1,1,0,520,83,16.266515742283485,7
VID-312,Mathematics for Machine Learning,3Blue1Brown,"The paradox of the derivative | Chapter 2, Essence of calculus",http://www.youtube.com/watch?v=9vKqVkMQHKk,16:50,4.4M+,Limit Theory & Tangent Slopes,"Car speedometer moving, secant lines closing the distance $dt 	o 0$ to form instantaneous tangent slopes.",Computing instantaneous velocity of a falling pumpkin at exactly $t = 3$ seconds.,"A camera taking a single photo: a single photograph shows no movement, yet the car has an instantaneous velocity in that instant.","Gradient descent step computation, velocity sensors in autonomous navigation.",Masterclass philosophical and visual deconstruction of limits and instantaneous rate of change.,Address the paradox directly: how can there be a speed at a single frozen moment in time when speed requires time to elapse?,1010,4400000.0,"The paradox of the derivative | Chapter 2, Essence of calculus Limit Theory & Tangent Slopes Car speedometer moving, secant lines closing the distance $dt 	o 0$ to form instantaneous tangent slopes. Computing instantaneous velocity of a falling pumpkin at exactly $t = 3$ seconds. A camera taking a single photo: a single photograph shows no movement, yet the car has an instantaneous velocity in that instant. Gradient descent step computation, velocity sensors in autonomous navigation. Address the paradox directly: how can there be a speed at a single frozen moment in time when speed requires time to elapse?",1,1,1,1,1,0,613,99,15.29711532616119,4
VID-313,Mathematics for Machine Learning,3Blue1Brown,"Taylor series | Chapter 11, Essence of calculus",http://www.youtube.com/watch?v=3d6DsjIBzJ4,22:20,5.1M+,Polynomial Curve Fitting & Local Approximation,"Polynomial curves bending higher-order terms ($x^2, x^3, x^4$) to match $\cos(x)$ and $e^x$ around an expansion point.",Approximating $\cos(x) pprox 1 - rac{x^2}{2!} + rac{x^4}{4!}$ term by term.,"Sculpting a curved clay vase: first setting the height (0th derivative), then the tilt (1st), then the curve (2nd), then the flare (3rd).","Second-order optimization methods (Newton-Raphson, BFGS), scientific approximation.","Mesmerizing visual progression, pristine derivations, captivating pacing.","Build the polynomial term by term, showing how each additional derivative tightens the curve to the target function.",1340,5100000.0,"Taylor series | Chapter 11, Essence of calculus Polynomial Curve Fitting & Local Approximation Polynomial curves bending higher-order terms ($x^2, x^3, x^4$) to match $\cos(x)$ and $e^x$ around an expansion point. Approximating $\cos(x) pprox 1 - rac{x^2}{2!} + rac{x^4}{4!}$ term by term. Sculpting a curved clay vase: first setting the height (0th derivative), then the tilt (1st), then the curve (2nd), then the flare (3rd). Second-order optimization methods (Newton-Raphson, BFGS), scientific approximation. Build the polynomial term by term, showing how each additional derivative tightens the curve to the target function.",1,1,1,1,1,0,631,90,15.444751293772969,8
VID-314,Mathematics for Machine Learning,Steve Brunton,Singular Value Decomposition (SVD): Mathematical Overview,http://www.youtube.com/watch?v=nbBvuuNVfco,12:51,513K+,Matrix Factorization & Geometry,"Digital whiteboard breakdown of $X = U \Sigma V^T$, orthonormal basis vectors, singular value diagonal hierarchy.",Decomposing high-dimensional fluid velocity flow field matrices into dominant spatial modes.,Separating an orchestra's symphony into individual instrument tracks ordered by loudness.,"Data compression, latent semantic indexing, recommender systems.","Renowned engineering professor clarity, systematic blackboard annotations, crisp audio.",Emphasize that SVD is the single most important and numerically stable algorithm in computational data science.,771,513000.0,"Singular Value Decomposition (SVD): Mathematical Overview Matrix Factorization & Geometry Digital whiteboard breakdown of $X = U \Sigma V^T$, orthonormal basis vectors, singular value diagonal hierarchy. Decomposing high-dimensional fluid velocity flow field matrices into dominant spatial modes. Separating an orchestra's symphony into individual instrument tracks ordered by loudness. Data compression, latent semantic indexing, recommender systems. Emphasize that SVD is the single most important and numerically stable algorithm in computational data science.",1,1,1,1,1,0,563,71,13.148033073468746,7
