ID,Title,Category,Channel,Duration,Views,cluster,explanation_description_richness,content_coverage,technical_depth,richness_percentile,coverage_percentile,technical_percentile
VID-269,Ilya Sutskever: OpenAI Meta-Learning and Self-Play | MIT Artificial General Intelligence (AGI),"AI History, Big Tech & Pioneer Dialogues",Lex Fridman,1:00:15,404K+,1,0.4207637687311985,0.6666666666666666,0.0,65.0,22.1,10.7
VID-270,"Demis Hassabis: DeepMind - AI, Superintelligence & the Future of Humanity | Lex Fridman Podcast #299","AI History, Big Tech & Pioneer Dialogues",Lex Fridman,2:10:39,1.6M+,7,0.4550631384191031,0.6666666666666666,0.0,72.8,22.1,10.7
VID-271,DeepMind solves protein folding | AlphaFold 2,"AI History, Big Tech & Pioneer Dialogues",Lex Fridman,16:42,351K+,4,0.4251473115638406,0.6666666666666666,0.0,65.8,22.1,10.7
VID-272,"Sam Altman: OpenAI, GPT-5, Sora, Board Saga, Elon Musk, Ilya, Power & AGI | Lex Fridman Podcast #419","AI History, Big Tech & Pioneer Dialogues",Lex Fridman,1:55:10,2.4M+,2,0.4770796489585087,0.6666666666666666,0.0,78.4,22.1,10.7
VID-273,Lecture 1 | Machine Learning (Stanford),Academic Lectures & Foundational Courses,Stanford,1:08:40,2.6M+,8,0.5156899823233945,0.6666666666666666,0.0769230769230769,86.4,22.1,35.699999999999996
VID-274,Stanford CS224N: NLP with Deep Learning | Winter 2021 | Lecture 1 - Intro & Word Vectors,Academic Lectures & Foundational Courses,Stanford Online,1:24:27,808K+,3,0.3499723677849539,1.0,0.2307692307692307,42.8,95.89999999999999,75.5
VID-275,MIT Introduction to Deep Learning | 6.S191,Academic Lectures & Foundational Courses,Alexander Amini,56:16:00,310K+,7,0.3834534924544499,0.8333333333333334,0.1538461538461538,52.0,67.9,59.9
VID-276,Practical Deep Learning for Coders: Lesson 1,Academic Lectures & Foundational Courses,Jeremy Howard,1:22:56,596K+,7,0.4233608492775124,0.8333333333333334,0.2307692307692307,65.4,67.9,75.5
VID-277,Attention Is All You Need,Academic Lectures & Foundational Courses,Yannic Kilcher,27:07:00,804K+,3,0.4588845006413306,0.6666666666666666,0.2307692307692307,74.2,22.1,75.5
VID-278,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,Academic Lectures & Foundational Courses,Yannic Kilcher,40:13:00,112K+,3,0.4659295117550704,0.6666666666666666,0.1538461538461538,76.4,22.1,59.9
VID-279,DINO: Emerging Properties in Self-Supervised Vision Transformers,Academic Lectures & Foundational Courses,Yannic Kilcher,39:13:00,158K+,6,0.4560690907816603,0.6666666666666666,0.1538461538461538,73.2,22.1,59.9
VID-280,Flow Matching Explained: The Fast Generative AI Behind Flux and Stable Diffusion 3,Generative AI & Diffusion Models,Engineering Insider,7:39,1.2K+,5,0.5006579652945483,0.8333333333333334,0.2307692307692307,83.0,67.9,75.5
VID-281,"Latent Diffusion Models Explained: How Stable Diffusion, SDXL, SD3 & Flux Generate Images",Generative AI & Diffusion Models,Engineering Insider,9:57,1.5K+,5,0.5298217938647058,0.6666666666666666,0.3076923076923077,88.6,22.1,85.9
VID-282,Flash Attention 2.0 with Tri Dao (author)! | Discord server talks,LLM Systems & Inference Optimization,Aleksa Gordić - The AI Epiphany,1:00:25,23K+,9,0.470002403916865,0.6666666666666666,0.0769230769230769,77.2,22.1,35.699999999999996
VID-283,State Space Duality: How SSMs Connect to Attention | Mamba-2 Explained,Advanced Neural Architectures,Dhruv Darda,7:13,270+,9,0.5591649929003235,0.8333333333333334,0.2307692307692307,93.4,67.9,75.5
VID-284,Efficient Streaming Language Models with Attention Sinks (Paper Explained),LLM Systems & Inference Optimization,Yannic Kilcher,32:27:00,38K+,3,0.5332939147433711,0.6666666666666666,0.0,89.2,22.1,10.7
VID-285,How LLMs Get Faster Without Changing Their Outputs | Speculative Decoding,LLM Systems & Inference Optimization,Jia-Bin Huang,24:35:00,24K+,9,0.4875810972604752,1.0,0.4615384615384615,80.4,95.89999999999999,95.6
VID-286,How Medusa Works,LLM Systems & Inference Optimization,Oxen,52:16:00,3.0K+,9,0.4395379535961158,0.8333333333333334,0.1538461538461538,69.19999999999999,67.9,59.9
VID-287,What is Prompt Caching? Optimize LLM Latency with AI Transformers,LLM Systems & Inference Optimization,IBM Technology,9:06,112K+,9,0.4334059081967966,0.6666666666666666,0.0769230769230769,68.2,22.1,35.699999999999996
VID-288,Give Me 10 Mins and I'll Save You Millions of Claude Tokens,LLM Systems & Inference Optimization,Nate Herk | AI Automation,10:43,103K+,0,0.4123154855740379,0.8333333333333334,0.1538461538461538,62.8,67.9,59.9
VID-289,Llama: The Open-Weight AI Model that's Changing How We Think About AI,Large Language Models (LLM),IBM Technology,8:46,180K+,2,0.4002107979371049,0.6666666666666666,0.0769230769230769,57.199999999999996,22.1,35.699999999999996
VID-290,"BERT explained: Training, Inference,  BERT vs GPT/LLamA, Fine tuning, [CLS] token",Natural Language Processing (NLP),Umar Jamil,54:52:00,84K+,3,0.4905313150351412,0.8333333333333334,0.3846153846153846,81.2,67.9,92.5
VID-291,Perceiver: General Perception with Iterative Attention (Google DeepMind Research Paper Explained),Advanced Neural Architectures,Yannic Kilcher,29:36:00,60K+,3,0.4176830443005547,0.6666666666666666,0.0,64.0,22.1,10.7
VID-292,MiniMax-01 Theory | 1M Context + Lightning Attention + GPU Optimization,Reasoning Models & Test-Time Compute,Deep Learning with Yacine,47:01:00,9.3K+,3,0.3273877457717178,0.6666666666666666,0.3076923076923077,35.0,22.1,85.9
VID-293,"Structured Output from LLMs: Grammars, Regex, and State Machines",Agentic AI & Multi-Agent Systems,Efficient NLP,17:20,11K+,2,0.4470688805975075,0.6666666666666666,0.0,71.2,22.1,10.7
VID-294,OpenAI Structured Output - All You Need to Know,Agentic AI & Multi-Agent Systems,Dave Ebbelaar,24:46:00,63K+,2,0.4141245963569581,0.8333333333333334,0.0769230769230769,63.2,67.9,35.699999999999996
VID-295,"4 Ways to Align LLMs: RLHF, DPO, KTO, and ORPO",Reinforcement Learning & Game Theory,Snorkel AI,6:18,5.4K+,1,0.4633656585419752,0.6666666666666666,0.0,75.8,22.1,10.7
VID-296,RLHF Explained,Reinforcement Learning & Game Theory,Mark Hennings,19:39,20K+,1,0.4815400874669773,0.8333333333333334,0.0769230769230769,79.60000000000001,67.9,35.699999999999996
VID-297,Building makemore Part 2: MLP,LLM Architecture & Open Source Implementations,Andrej Karpathy,1:15:40,590K+,3,0.5103519868239832,1.0,0.4615384615384615,85.2,95.89999999999999,95.6
VID-298,"Building makemore Part 3: Activations & Gradients, BatchNorm",LLM Architecture & Open Source Implementations,Andrej Karpathy,1:55:58,549K+,7,0.5083688512693973,0.8333333333333334,0.3076923076923077,84.6,67.9,85.9
VID-299,Building makemore Part 4: Becoming a Backprop Ninja,LLM Architecture & Open Source Implementations,Andrej Karpathy,1:55:24,376K+,7,0.4860923599300413,1.0,0.1538461538461538,80.2,95.89999999999999,59.9
VID-300,Building makemore Part 5: Building a WaveNet,LLM Architecture & Open Source Implementations,Andrej Karpathy,56:22:00,295K+,7,0.4045275465427796,0.8333333333333334,0.2307692307692307,60.199999999999996,67.9,75.5
VID-301,Optimizing attention for modern hardware - Tri Dao (Princeton & Together AI),Hardware Acceleration & AI Silicon,Nadav Timor,35:45:00,1.3K+,9,0.5370854237766921,0.6666666666666666,0.0769230769230769,90.2,22.1,35.699999999999996
VID-302,"Vectors | Chapter 1, Essence of linear algebra",Mathematics for Machine Learning,3Blue1Brown,9:52,12.4M+,4,0.3369836409847118,0.8333333333333334,0.0769230769230769,39.4,67.9,35.699999999999996
VID-303,"Linear combinations, span, and basis vectors | Chapter 2, Essence of linear algebra",Mathematics for Machine Learning,3Blue1Brown,9:59,6.1M+,4,0.3697614814285762,0.8333333333333334,0.0,48.0,67.9,10.7
VID-304,"Linear transformations and matrices | Chapter 3, Essence of linear algebra",Mathematics for Machine Learning,3Blue1Brown,10:59,7.1M+,4,0.4150692403981343,0.8333333333333334,0.0769230769230769,63.4,67.9,35.699999999999996
VID-305,"Matrix multiplication as composition | Chapter 4, Essence of linear algebra",Mathematics for Machine Learning,3Blue1Brown,10:03,4.6M+,4,0.2995604517704056,0.8333333333333334,0.0769230769230769,23.599999999999998,67.9,35.699999999999996
VID-306,"The determinant | Chapter 6, Essence of linear algebra",Mathematics for Machine Learning,3Blue1Brown,10:03,4.9M+,4,0.4425446051862949,0.8333333333333334,0.0769230769230769,69.8,67.9,35.699999999999996
VID-307,"Inverse matrices, column space and null space | Chapter 7, Essence of linear algebra",Mathematics for Machine Learning,3Blue1Brown,12:09,3.8M+,4,0.4805597743089952,0.8333333333333334,0.0,79.2,67.9,10.7
VID-308,"Dot products and duality | Chapter 9, Essence of linear algebra",Mathematics for Machine Learning,3Blue1Brown,14:12,3.3M+,4,0.4238798608709865,0.8333333333333334,0.0769230769230769,65.60000000000001,67.9,35.699999999999996
VID-309,"Eigenvectors and eigenvalues | Chapter 14, Essence of linear algebra",Mathematics for Machine Learning,3Blue1Brown,17:16,6.3M+,4,0.4005193773841012,0.8333333333333334,0.0769230769230769,57.599999999999994,67.9,35.699999999999996
VID-310,"Cross products in the light of linear transformations | Chapter 11, Essence of linear algebra",Mathematics for Machine Learning,3Blue1Brown,13:10,1.6M+,4,0.2816141908297368,0.8333333333333334,0.0,18.8,67.9,10.7
VID-311,The essence of calculus,Mathematics for Machine Learning,3Blue1Brown,17:05,11.6M+,4,0.3267743377816144,0.8333333333333334,0.0769230769230769,34.8,67.9,35.699999999999996
VID-312,"The paradox of the derivative | Chapter 2, Essence of calculus",Mathematics for Machine Learning,3Blue1Brown,16:50,4.4M+,7,0.4232149012018116,0.8333333333333334,0.1538461538461538,65.2,67.9,59.9
VID-313,"Taylor series | Chapter 11, Essence of calculus",Mathematics for Machine Learning,3Blue1Brown,22:20,5.1M+,4,0.4582661785617581,0.8333333333333334,0.1538461538461538,73.8,67.9,59.9
VID-314,Singular Value Decomposition (SVD): Mathematical Overview,Mathematics for Machine Learning,Steve Brunton,12:51,513K+,4,0.3451318885528766,0.8333333333333334,0.1538461538461538,41.4,67.9,59.9
VID-315,Singular Value Decomposition (SVD): Matrix Approximation,Mathematics for Machine Learning,Steve Brunton,14:54,298K+,6,0.4126053548542982,1.0,0.0769230769230769,63.0,95.89999999999999,35.699999999999996
VID-316,Physics Informed Neural Networks (PINNs) [Physics Informed Machine Learning],Mathematics for Machine Learning,Steve Brunton,34:32:00,216K+,7,0.4877616471264842,0.6666666666666666,0.3076923076923077,80.60000000000001,22.1,85.9
VID-317,Neural ODEs (NODEs) [Physics Informed Machine Learning],Mathematics for Machine Learning,Steve Brunton,24:37:00,117K+,7,0.3889161319446757,0.6666666666666666,0.2307692307692307,53.800000000000004,22.1,75.5
VID-318,"Maximum Likelihood, clearly explained!!!",Mathematics for Machine Learning,StatQuest with Josh Starmer,6:12,1.7M+,8,0.4465229841083001,0.8333333333333334,0.2307692307692307,71.0,67.9,75.5
VID-319,p-values: What they are and how to interpret them,Mathematics for Machine Learning,StatQuest with Josh Starmer,11:21,1.5M+,8,0.4571274966617193,0.8333333333333334,0.1538461538461538,73.4,67.9,59.9
VID-320,"Hypothesis Testing and The Null Hypothesis, Clearly Explained!!!",Mathematics for Machine Learning,StatQuest with Josh Starmer,14:41,856K+,8,0.3568573495530334,0.6666666666666666,0.0769230769230769,44.6,22.1,35.699999999999996
VID-321,Entropy (for data science) Clearly Explained!!!,Mathematics for Machine Learning,StatQuest with Josh Starmer,16:35,898K+,8,0.4536246231402718,0.8333333333333334,0.0,72.39999999999999,67.9,10.7
VID-322,Neural Networks Part 6: Cross Entropy,Mathematics for Machine Learning,StatQuest with Josh Starmer,9:31,359K+,7,0.3911102051712474,0.8333333333333334,0.3846153846153846,54.2,67.9,92.5
VID-323,Intuitively Understanding the Cross Entropy Loss,Mathematics for Machine Learning,Adian Liusie,5:24,148K+,3,0.2664940740583042,1.0,0.3076923076923077,13.8,95.89999999999999,85.9
VID-324,Wasserstein Distance & Optimal Transport — Fully Explained,Mathematics for Machine Learning,The Synthetic Mind,22:15,19K+,5,0.4796372026560959,0.8333333333333334,0.3076923076923077,78.8,67.9,85.9
VID-325,Finding Eigenvalues and Eigenvectors,Mathematics for Machine Learning,Professor Dave Explains,17:10,1.3M+,4,0.460098035131085,1.0,0.1538461538461538,74.8,95.89999999999999,59.9
VID-326,The Vector Dot Product,Mathematics for Machine Learning,Professor Dave Explains,6:59,1.2M+,4,0.4446039086507394,0.8333333333333334,0.0769230769230769,70.19999999999999,67.9,35.699999999999996
VID-327,"Tensors Explained Intuitively: Covariant, Contravariant, Rank",Mathematics for Machine Learning,Physics Videos by Eugene Khutoryansky,11:44,1.3M+,4,0.4202463051903658,1.0,0.0769230769230769,64.60000000000001,95.89999999999999,35.699999999999996
VID-328,What's the difference between matrices and tensors?,Mathematics for Machine Learning,Dr. Simulate,7:11,965K+,4,0.4918978816344643,0.8333333333333334,0.0,81.6,67.9,10.7
VID-329,"Bayes' Theorem, Clearly Explained!!!!",Mathematics for Machine Learning,StatQuest with Josh Starmer,14:00,513K+,8,0.4600306729032871,0.8333333333333334,0.3076923076923077,74.6,67.9,85.9
VID-330,"Gaussian Naive Bayes, Clearly Explained!!!",Mathematics for Machine Learning,StatQuest with Josh Starmer,9:26,444K+,8,0.3642069788921925,0.8333333333333334,0.0769230769230769,46.6,67.9,35.699999999999996
VID-331,"The GELU, SiLU and SwiGLU activation functions, clearly explained!!!",Deep Learning Fundamentals,StatQuest with Josh Starmer,24:18:00,40K+,7,0.4359238892622146,0.8333333333333334,0.3076923076923077,68.4,67.9,85.9
VID-332,SwiGLU: Why Modern LLMs Ditch GELU/ReLU,Deep Learning Fundamentals,Tales Of Tensors,5:24,5.6K+,9,0.3146816759288477,0.6666666666666666,0.0,30.4,22.1,10.7
VID-333,"Optimization for Deep Learning (Momentum, RMSprop, AdaGrad, Adam)",Deep Learning Fundamentals,DeepBean,15:52,153K+,7,0.4059746276175109,0.8333333333333334,0.3076923076923077,60.4,67.9,85.9
VID-334,Who's Adam and What's He Optimizing? | Deep Dive into Optimizers for Machine Learning!,Deep Learning Fundamentals,Sourish Kundu,23:20,131K+,7,0.4632509400199135,0.8333333333333334,0.3076923076923077,75.6,67.9,85.9
VID-335,Adam Optimization Algorithm (C2W2L08),Deep Learning Fundamentals,DeepLearningAI,7:08,271K+,7,0.395062429824952,0.6666666666666666,0.3076923076923077,55.60000000000001,22.1,85.9
VID-336,Batch Normalization (“batch norm”) explained,Deep Learning Fundamentals,deeplizard,7:32,279K+,7,0.5124853454831906,0.6666666666666666,0.1538461538461538,85.8,22.1,59.9
VID-337,Why Does Batch Norm Work? (C2W3L06),Deep Learning Fundamentals,DeepLearningAI,11:40,217K+,7,0.4041401103625136,0.6666666666666666,0.0769230769230769,59.8,22.1,35.699999999999996
VID-338,What is Layer Normalization? | Deep Learning Fundamentals,Deep Learning Fundamentals,AssemblyAI,5:18,51K+,7,0.5219451289069063,0.8333333333333334,0.3076923076923077,87.0,67.9,85.9
VID-339,Batch Norm vs Layer Norm - Explained,Deep Learning Fundamentals,DataMListic,4:43,8.1K+,6,0.4314194810034769,0.6666666666666666,0.0769230769230769,67.4,22.1,35.699999999999996
VID-340,"Dropout Regularization | Deep Learning Tutorial 20 (Tensorflow2.0, Keras & Python)",Deep Learning Fundamentals,codebasics,19:02,119K+,7,0.4315974870269755,0.8333333333333334,0.4615384615384615,67.60000000000001,67.9,95.6
VID-341,Dropout in Neural Networks - Explained,Deep Learning Fundamentals,DataMListic,3:59,8.4K+,7,0.4118673119346865,1.0,0.5384615384615384,62.6,95.89999999999999,97.6
VID-342,Contrastive Learning with SimCLR | Deep Learning Animated,Deep Learning Fundamentals,Deepia,14:57,44K+,7,0.4986393227728483,0.8333333333333334,0.0769230769230769,82.19999999999999,67.9,35.699999999999996
VID-343,Focal Loss for Dense Object Detection,Deep Learning Fundamentals,ComputerVisionFoundation Videos,12:57,38K+,6,0.5996627000273824,0.6666666666666666,0.0769230769230769,96.8,22.1,35.699999999999996
VID-344,Optimizers - EXPLAINED!,Deep Learning Fundamentals,CodeEmporium,7:23,152K+,7,0.3166541558641588,0.6666666666666666,0.1538461538461538,31.2,22.1,59.9
VID-345,Ian Goodfellow: Generative Adversarial Networks (GANs) | Lex Fridman Podcast #19,Generative AI & Diffusion Models,Lex Fridman,1:08:37,305K+,5,0.4393888979692716,0.8333333333333334,0.0,69.0,67.9,10.7
VID-346,Ian Goodfellow: Generative Adversarial Networks (NIPS 2016 tutorial),Generative AI & Diffusion Models,Steven Van Vaerenbergh,1:55:54,144K+,5,0.3189374157131597,0.6666666666666666,0.0769230769230769,32.2,22.1,35.699999999999996
VID-347,[Classic] Generative Adversarial Networks (Paper Explained),Generative AI & Diffusion Models,Yannic Kilcher,37:04:00,73K+,5,0.2417921824505274,0.8333333333333334,0.2307692307692307,7.8,67.9,75.5
VID-348,VQ-VAEs: Neural Discrete Representation Learning | Paper + PyTorch Code Explained,Generative AI & Diffusion Models,Aleksa Gordić - The AI Epiphany,34:38:00,53K+,5,0.4028037160054603,1.0,1.0,59.0,95.89999999999999,100.0
VID-349,Stable Diffusion in Code (AI Image Generation) - Computerphile,Generative AI & Diffusion Models,Computerphile,16:56,316K+,5,0.3533740727756048,0.8333333333333334,0.3846153846153846,44.0,67.9,92.5
VID-350,How does Stable Diffusion work? – Latent Diffusion Models EXPLAINED,Generative AI & Diffusion Models,AI Coffee Break with Letitia,13:16,102K+,5,0.3806485622339481,0.8333333333333334,0.1538461538461538,51.2,67.9,59.9
VID-351,controlnet paper explained - Adding Conditional Control to Text-to-Image Diffusion Models,Generative AI & Diffusion Models,AI Bites,13:26,8.0K+,5,0.5611006658095243,0.6666666666666666,0.0,94.0,22.1,10.7
VID-352,OpenAI DALL-E 3 with James Betker (1st author),Generative AI & Diffusion Models,Aleksa Gordić - The AI Epiphany,52:43:00,4.0K+,3,0.401557781145913,0.6666666666666666,0.0769230769230769,58.8,22.1,35.699999999999996
VID-353,How to Use Suno AI Tutorial (FREE AI Music Generator),Generative AI & Diffusion Models,Moe Lueker,10:49,346K+,2,0.4534391687230109,0.6666666666666666,0.0,72.2,22.1,10.7
VID-354,How to Generate AI Videos for FREE with ComfyUI (Step-by-Step Tutorial),Generative AI & Diffusion Models,Kevin Stratvert,7:20,222K+,5,0.3993698166705067,0.6666666666666666,0.0769230769230769,56.99999999999999,22.1,35.699999999999996
VID-355,NVAE: A Deep Hierarchical Variational Autoencoder (Paper Explained),Generative AI & Diffusion Models,Yannic Kilcher,34:12:00,38K+,5,0.316076610616669,0.6666666666666666,0.2307692307692307,31.0,22.1,75.5
VID-356,"Introducing Devin, the first AI software engineer",Agentic AI & Multi-Agent Systems,Cognition,1:50,1.2M+,2,0.3768456903225515,0.8333333333333334,0.0769230769230769,49.8,67.9,35.699999999999996
VID-357,Cursor Tutorial for Beginners (AI Code Editor),Agentic AI & Multi-Agent Systems,Tech With Tim,15:20,1.1M+,2,0.4099044493837148,0.8333333333333334,0.5384615384615384,61.4,67.9,97.6
VID-358,How Cursor code editor works | Cursor Team and Lex Fridman,Agentic AI & Multi-Agent Systems,Lex Clips,21:39,28K+,2,0.2982699281302969,0.8333333333333334,0.3076923076923077,23.0,67.9,85.9
VID-359,Complete DSPy Tutorial - Master LLM Prompt Programming in 8 amazing examples!,Agentic AI & Multi-Agent Systems,Neural Breakdown with AVB,34:42:00,68K+,2,0.5020391811646613,0.8333333333333334,0.3846153846153846,83.2,67.9,92.5
VID-360,"Omar Khattab, DSPy: Compiling Declarative Language Model Calls into Self-Improving Pipelines",Agentic AI & Multi-Agent Systems,FunctionalTV,25:38:00,8.6K+,2,0.4010837689532481,1.0,0.5384615384615384,58.199999999999996,95.89999999999999,97.6
VID-361,LangChain Explained in 10 Minutes (Components Breakdown + Build Your First AI Chatbot),Agentic AI & Multi-Agent Systems,KodeKloud,12:28,241K+,2,0.34556673873362,1.0,0.2307692307692307,41.6,95.89999999999999,75.5
VID-362,Evaluate agents on SWE-Bench,Agentic AI & Multi-Agent Systems,LangChain,13:38,8.1K+,2,0.5133360304549932,0.8333333333333334,0.0769230769230769,86.0,67.9,35.699999999999996
VID-363,How SWE-bench Changed the Way We Test AI Coders,Agentic AI & Multi-Agent Systems,KodeKloud,5:05,2.3K+,2,0.4698478948143726,0.8333333333333334,0.1538461538461538,77.0,67.9,59.9
VID-364,How Did They Do It? DeepSeek V3 and R1 Explained,Agentic AI & Multi-Agent Systems,No Hype AI,11:15,51K+,7,0.4713371061941983,0.8333333333333334,0.0769230769230769,77.60000000000001,67.9,35.699999999999996
VID-365,DeepSeek-V3,Agentic AI & Multi-Agent Systems,Gabriel Mongaras,1:21:39,30K+,9,0.5562388314630988,0.6666666666666666,0.0,93.0,22.1,10.7
VID-366,7 Popular LLM Benchmarks Explained [OpenLLM Leaderboard & Chatbot Arena],Agentic AI & Multi-Agent Systems,bycloud,5:50,30K+,2,0.479450904583529,0.8333333333333334,0.0,78.60000000000001,67.9,10.7
VID-367,What are Large Language Model (LLM) Benchmarks?,Agentic AI & Multi-Agent Systems,IBM Technology,6:21,24K+,9,0.4442885947455335,0.6666666666666666,0.0,70.0,22.1,10.7
VID-368,What is Ollama? Running Local LLMs Made Simple,LLM Systems & Inference Optimization,IBM Technology,7:14,345K+,9,0.4626230410934245,0.8333333333333334,0.2307692307692307,75.0,67.9,75.5
VID-369,Learn Ollama in 15 Minutes - Run LLM Models Locally for FREE,LLM Systems & Inference Optimization,Tech With Tim,14:02,1.1M+,2,0.3545833303287949,0.8333333333333334,0.2307692307692307,44.2,67.9,75.5
VID-370,What Is Llama.cpp? The LLM Inference Engine for Local AI,LLM Systems & Inference Optimization,IBM Technology,9:14,177K+,9,0.5050150510204958,0.8333333333333334,0.3076923076923077,83.39999999999999,67.9,85.9
VID-371,Fine-tuning LLMs with PEFT and LoRA,LLM Systems & Inference Optimization,Sam Witteveen,15:35,190K+,9,0.507467832171941,0.8333333333333334,0.1538461538461538,84.0,67.9,59.9
VID-372,Finetune LLMs to teach them ANYTHING with Huggingface and Pytorch | Step-by-step tutorial,LLM Systems & Inference Optimization,Neural Breakdown with AVB,38:55:00,158K+,2,0.4389876165899202,0.8333333333333334,0.0769230769230769,68.8,67.9,35.699999999999996
VID-373,ORPO: Monolithic Preference Optimization without Reference Model (Paper Explained),LLM Systems & Inference Optimization,Yannic Kilcher,33:26:00,26K+,9,0.5004064372626248,0.8333333333333334,0.2307692307692307,82.6,67.9,75.5
VID-374,SimPO - Simple Preference Optimization - New RLHF Method,LLM Systems & Inference Optimization,Fahd Mirza,6:56,490+,1,0.4733737959765435,0.6666666666666666,0.1538461538461538,78.2,22.1,59.9
VID-375,[GRPO Explained] DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,LLM Systems & Inference Optimization,Yannic Kilcher,1:09:00,174K+,1,0.6615006213766936,0.8333333333333334,0.3846153846153846,98.8,67.9,92.5
VID-376,GRPO Reinforcement Learning Explained (DeepSeekMath Paper),LLM Systems & Inference Optimization,AI Papers Academy,14:39,5.8K+,1,0.4197452626441563,0.6666666666666666,0.1538461538461538,64.2,22.1,59.9
VID-377,Self-reflective RAG with LangGraph: Self-RAG and CRAG,Advanced Retrieval & Search,LangChain,17:38,39K+,0,0.5903141436613453,1.0,0.2307692307692307,95.6,95.89999999999999,75.5
VID-378,Advanced RAG: How Corrective RAG (CRAG) Solves Traditional RAG Problems | CampusX,Advanced Retrieval & Search,CampusX,1:15:09,63K+,0,0.6858502923787851,0.8333333333333334,0.3076923076923077,99.4,67.9,85.9
VID-379,Advanced RAG 05 - HyDE - Hypothetical Document Embeddings,Advanced Retrieval & Search,Sam Witteveen,11:53,23K+,0,0.687503661244648,1.0,0.5384615384615384,99.6,95.89999999999999,97.6
VID-380,Stop Losing Context! How Late Chunking Can Enhance Your Retrieval Systems,Advanced Retrieval & Search,Prompt Engineering,16:49,32K+,0,0.5944038478846657,0.6666666666666666,0.1538461538461538,96.2,22.1,59.9
VID-381,Self-RAG : Self Reflective AI for powerful Retrieval Augmented Generation,Advanced Retrieval & Search,AI WITH Rithesh,12:48,1.8K+,0,0.4972079468495439,0.6666666666666666,0.0,81.8,22.1,10.7
VID-382,How does Segment Anything 2 (SAM 2) work? Paper and Network Architecture Explained!,Computer Vision & Multimodal AI,Neural Breakdown with AVB,15:41,16K+,6,0.5410329141363206,0.6666666666666666,0.2307692307692307,90.8,22.1,75.5
VID-383,How to Use Ultralytics YOLO11 for Object Detection and Tracking| How to Benchmark | YOLO11 RELEASED🚀,Computer Vision & Multimodal AI,Ultralytics,8:32,111K+,6,0.4028512711715513,0.6666666666666666,0.0769230769230769,59.199999999999996,22.1,35.699999999999996
VID-384,LLaVA - the first instruction following multi-modal model (paper explained),Computer Vision & Multimodal AI,AI Bites,10:45,14K+,3,0.5120093321725705,0.8333333333333334,0.1538461538461538,85.6,67.9,59.9
VID-385,OpenAI CLIP - Connecting Text and Images | Paper Explained,Computer Vision & Multimodal AI,Aleksa Gordić - The AI Epiphany,53:07:00,21K+,3,0.4797334117908922,0.8333333333333334,0.3076923076923077,79.0,67.9,85.9
VID-386,DETR: End-to-End Object Detection with Transformers (Paper Explained),Computer Vision & Multimodal AI,Yannic Kilcher,40:57:00,174K+,6,0.5520352719263678,0.6666666666666666,0.6923076923076923,92.60000000000001,22.1,99.5
VID-387,Learn What Is Introduced in YOLOv10 | YOLOv10 Paper Explained,Computer Vision & Multimodal AI,Code With Aarohi,10:28,11K+,6,0.590393053808631,0.6666666666666666,0.3846153846153846,95.8,22.1,92.5
VID-388,Lecture 2 | Machine Learning (Stanford),Academic Lectures & Foundational Courses,Stanford,1:16:16,850K+,7,0.4004574114026485,0.8333333333333334,0.3076923076923077,57.4,67.9,85.9
VID-389,Lecture 3 | Machine Learning (Stanford),Academic Lectures & Foundational Courses,Stanford,1:14:15,540K+,8,0.4330360743193461,0.6666666666666666,0.0,68.0,22.1,10.7
VID-390,Lecture 4 | Machine Learning (Stanford),Academic Lectures & Foundational Courses,Stanford,1:17:34,490K+,8,0.4687774111668638,0.8333333333333334,0.2307692307692307,76.6,67.9,75.5
VID-391,Lecture 5 | Machine Learning (Stanford),Academic Lectures & Foundational Courses,Stanford,1:15:20,410K+,8,0.5285379817910857,0.6666666666666666,0.0,88.0,22.1,10.7
VID-392,Lecture 6 | Machine Learning (Stanford),Academic Lectures & Foundational Courses,Stanford,1:13:50,380K+,8,0.4812142080786487,0.8333333333333334,0.0,79.4,67.9,10.7
VID-393,Lecture 7 | Machine Learning (Stanford),Academic Lectures & Foundational Courses,Stanford,1:14:02,350K+,4,0.5138461910598748,0.8333333333333334,0.0769230769230769,86.2,67.9,35.699999999999996
VID-394,Stanford CS224N: NLP with Deep Learning | Winter 2021 | Lecture 2 - Word Vectors and Word Senses,Academic Lectures & Foundational Courses,Stanford Online,1:21:44,280K+,3,0.464940787797217,0.8333333333333334,0.0769230769230769,76.0,67.9,35.699999999999996
VID-395,Stanford CS224N: NLP with Deep Learning | Winter 2021 | Lecture 5 - Recurrent Neural Networks (RNNs) and Language Models,Academic Lectures & Foundational Courses,Stanford Online,1:22:15,210K+,3,0.4510378419608224,0.8333333333333334,0.3846153846153846,71.6,67.9,92.5
VID-396,"Stanford CS224N: NLP with Deep Learning | Winter 2021 | Lecture 6 - Machine Translation, Sequence-to-Sequence and Attention",Academic Lectures & Foundational Courses,Stanford Online,1:23:05,195K+,3,0.5087591460533394,0.8333333333333334,0.2307692307692307,84.8,67.9,75.5
